icao24,callsign,country,timePosition,lastContact,longitude,latitude,baroAltitude,onGround,velocity,heading,verticalRate,_,geoAltitude,transponderCode,spi,positionSource
"a1ff46","FFT2967 ","United States",1682183915,1682183916,-93.7163,44.6102,4808.22,false,177.59,253.51,11.38,null,4640.58,null,false,0
"76cd71","SIA403  ","Singapore",1682183915,1682183915,78.4072,26.6312,10660.38,false,259.81,142.56,-0.33,null,10927.08,null,false,0
"a2cfb6","N280TT  ","United States",1682183915,1682183916,-108.8202,39.8632,12489.18,false,270.87,122.51,-0.65,null,12542.52,null,false,0
"76cd76","SIA231  ","Singapore",1682183814,1682183814,104.908,0.3174,7223.76,false,241.71,119.73,6.5,null,7612.38,null,false,0
"a789bc","DAL987  ","United States",1682183915,1682183916,-122.3165,47.6104,937.26,false,89,180.33,-4.55,null,982.98,null,false,0
"abf29f","SWA3687 ","United States",1682183911,1682183912,-93.0961,29.6761,9669.78,false,265.49,91,7.48,null,9944.1,null,false,0
"a789b0","N585NJ  ","United States",1682183916,1682183916,-116.9824,46.6516,4328.16,false,166.56,163.86,-10.08,null,4320.54,null,false,0
"8965c2","FDB3CF  ","United Arab Emirates",1682183916,1682183916,25.2177,45.4388,11582.4,false,228.05,304.8,0,null,11490.96,null,false,0
"a70f11","","United States",1682183805,1682183805,-73.7692,40.6483,null,true,4.37,300.94,null,null,null,null,false,0
"a56c24","ATN3470 ","United States",1682183914,1682183916,-105.1692,36.4819,10660.38,false,276.49,87.65,0.65,null,10774.68,null,false,0
"8965ac","ADY023  ","United Arab Emirates",1682183916,1682183916,51.0766,26.5235,11285.22,false,230.87,146.91,-1.3,null,11727.18,null,false,0
"a02cf1","RPA4609 ","United States",1682183916,1682183916,-81.8423,34.7647,9525,false,258.48,48.79,3.58,null,9639.3,null,false,0
"4d00f5","LGL66G  ","Luxembourg",1682183916,1682183916,-2.942,39.9314,11277.6,false,218.73,196.82,0,null,11445.24,"3504",false,0
"a1afc8","ENY3838 ","United States",1682183916,1682183916,-80.0156,34.9321,8732.52,false,196.53,228.93,7.15,null,8900.16,null,false,0
"a789b4","JIA5336 ","United States",1682183916,1682183916,-81.7103,35.8282,7376.16,false,199.56,324.55,7.48,null,7391.4,null,false,0
"a22640","N451F   ","United States",1682183916,1682183916,-76.6577,39.3007,274.32,false,32.94,165.53,0,null,198.12,"5151",false,0
"76cd6d","SIA26   ","Singapore",1682183829,1682183829,97.6351,4.8515,10363.2,false,259.19,298.45,0.33,null,11041.38,null,false,0
"a64fd4","N5057D  ","United States",1682183900,1682183900,-97.24,30.619,1554.48,false,70.54,100.08,-0.98,null,1569.72,null,false,0
"c06080","ACA784  ","Canada",1682183916,1682183916,-93.8887,40.2164,10668,false,261.14,72.46,0.33,null,10492.74,null,false,0
"a57319","WMN450  ","United States",1682183915,1682183916,-103.2938,38.4966,12854.94,false,198.07,279.27,2.6,null,12870.18,null,false,0
"a21f57","FFT2707 ","United States",1682183916,1682183916,-103.0802,32.2726,10972.8,false,203.79,264.06,0,null,11262.36,null,false,0
"3c49b1","EWG887  ","Germany",1682183651,1682183671,7.121,50.8818,null,true,5.4,306.56,null,null,null,"0207",false,0
"a8d46a","UAL777  ","United States",1682183915,1682183916,-112.29,37.453,9144,false,202.34,237.04,0,null,9319.26,null,false,0
"a0e648","GLT157  ","United States",1682183916,1682183916,-111.4629,38.6278,12496.8,false,245.71,83.99,0,null,12588.24,null,false,0
"a02ceb","TMB110  ","United States",1682183916,1682183916,-73.0079,40.6052,8511.54,false,187.32,31.64,7.8,null,8663.94,"1566",false,0
"ae528e","G08779  ","United States",1682183915,1682183915,-83.2384,34.9632,2788.92,false,83.53,106.09,0,null,2773.68,null,false,0
"e4818c","TAM8195 ","Brazil",1682183581,1682183608,-67.4782,18.7768,10058.4,false,280.41,140.73,0,null,10584.18,null,false,0
"ab17be","N8136U  ","United States",1682183616,1682183616,-90.64,38.6687,144.78,false,37.98,261.43,-3.9,null,167.64,null,false,0
"c06022","WJA2246 ","Canada",1682183916,1682183916,-111.1269,34.5479,11887.2,false,255.32,175.84,0,null,12176.76,"2164",false,0
"43c700","RRR9302 ","United Kingdom",1682183916,1682183916,-7.718,49.9552,7924.8,false,258.06,81.4,0,null,7795.26,null,false,0
"a47995","LXJ388  ","United States",1682183624,1682183624,-71.2972,42.4639,null,true,8.75,337.5,null,null,null,"3451",false,0
"a9da12","N734BT  ","United States",1682183916,1682183916,-117.2118,32.8421,685.8,false,51.41,292.97,1.63,null,640.08,null,false,0
"a9f424","SKW4880 ","United States",1682183915,1682183916,-112.1992,33.7099,2484.12,false,127.97,189.95,-4.23,null,2529.84,null,false,0
"a1ff9d","N228KC  ","United States",1682183825,1682183825,-69.5989,20.4087,8229.6,false,179.4,131.05,0,null,8580.12,null,false,0
"4b9856","FHY8115 ","Turkey",1682183915,1682183916,24.4818,41.6152,10645.14,false,233.94,135.98,0.33,null,10584.18,"0102",false,0
"152013","AFL1532 ","Russian Federation",1682183916,1682183916,47.8331,56.0711,10058.4,false,236.13,89.75,0,null,9867.9,null,false,0
"a93ad8","N694PA  ","United States",1682183912,1682183912,-90.4558,33.735,464.82,false,62.86,172,-1.95,null,480.06,null,false,0
"aa1a81","SKW4966 ","United States",1682183779,1682183782,-97.0343,32.8872,null,true,0.06,351.56,null,null,null,null,false,0
"152011","AFL1215 ","Russian Federation",1682183916,1682183916,44.3295,55.361,10363.2,false,218.45,290.4,0.33,null,10172.7,null,false,0
"a7ad68","MTU94   ","United States",1682183910,1682183910,-85.7136,35.8614,1508.76,false,47.33,270.62,0.33,null,1493.52,null,false,0
"a1ec66","","United States",null,1682183880,null,null,null,false,65.93,110.56,0,null,null,null,false,0
"a8c121","UAL25   ","United States",1682183915,1682183916,-1.8039,51.6134,7162.8,false,222.72,284.04,10.73,null,7033.26,"7663",false,0
"a3465c","WSP31   ","United States",1682183916,1682183916,-121.0531,36.2766,8839.2,false,175.01,140.37,0,null,9098.28,"3675",false,0
"aa1a6a","N750DX  ","United States",1682183916,1682183916,-80.5657,27.4181,7932.42,false,220.16,340.34,6.5,null,8214.36,null,false,0
"a3332c","N305PB  ","United States",1682183914,1682183914,-118.4923,34.2176,null,true,1.54,0,null,null,null,null,false,0
"aa7aeb","SWA626  ","United States",1682183911,1682183911,-100.381,38.1439,11887.2,false,251.09,50.57,0.33,null,11856.72,null,false,0
"ab540d","UAL659  ","United States",1682183916,1682183916,-77.7649,38.7394,10965.18,false,184.39,218.88,-0.33,null,11010.9,"7120",false,0
"a81abe","JBU721  ","United States",1682183915,1682183916,-76.6218,35.4548,10972.8,false,200.22,203.47,0,null,11170.92,"3373",false,0
"152026","AFL1175 ","Russian Federation",1682182604,1682183913,48.7288,50.7651,10972.8,false,227.48,313.08,-0.33,null,10782.3,null,false,0
"152023","AFL1363 ","Russian Federation",1682183916,1682183916,47.2256,44.0802,10675.62,false,255.66,78.51,0,null,10652.76,null,false,0
"a7fab2","N613JG  ","United States",1682183916,1682183916,-97.9445,27.5752,10363.2,false,154.03,227.57,0,null,10713.72,"6140",false,0
"152022","AFL2807 ","Russian Federation",1682183916,1682183916,46.7408,61.8907,10972.8,false,210.19,259.71,0,null,10698.48,null,false,0
"a45f64","DAL894  ","United States",1682183916,1682183916,-96.2106,32.2211,10363.2,false,197.55,270,0,null,10599.42,"7243",false,0
"a403b3","DAL1230 ","United States",1682183916,1682183916,-88.3802,37.6467,10980.42,false,208.21,230.21,0.65,null,10858.5,"1362",false,0
"152020","AFL2957 ","Russian Federation",1682183613,1682183724,42.0221,43.6064,10965.18,false,203.68,273.91,0,null,10934.7,null,false,0
"a2d6e5","N282RE  ","United States",1682183916,1682183916,-96.1319,30.7426,1950.72,false,77.85,187.59,-0.33,null,1988.82,"0340",false,0
"a4ea9d","N416CA  ","United States",1682183786,1682183786,-117.1314,32.8118,null,true,2.31,92.81,null,null,null,null,false,0
"a1901c","EPI511  ","United States",1682183915,1682183915,-80.8375,28.9687,1051.56,false,53.08,93.33,0.65,null,1043.94,null,false,0
"a57f04","UAL2095 ","United States",1682183916,1682183916,-82.7922,27.5138,4975.86,false,186.46,2.85,13,null,5143.5,null,false,0
"a45316","AAL1154 ","United States",1682183914,1682183914,-79.6897,25.5893,6004.56,false,222.03,106.42,10.08,null,6187.44,null,false,0
"ac6d0c","N90CG   ","United States",1682183915,1682183915,-80.0849,27.1589,2537.46,false,152.06,156.47,-7.48,null,2598.42,null,false,0
"a1a3d7","N2044V  ","United States",1682183915,1682183915,-95.5197,30.5916,2865.12,false,88.89,12.03,0.33,null,2933.7,"4740",false,0
"c010e4","ACA292  ","Canada",1682183916,1682183916,-118.7136,49.8651,10668,false,244.19,71.45,0,null,10637.52,null,false,0
"894094","","Bahrain",1682183911,1682183911,55.0395,25.2587,4594.86,false,175.78,264.29,11.05,null,4747.26,"6222",false,0
"a967eb","JBU579  ","United States",1682183902,1682183902,-79.7267,33.3536,10972.8,false,222.37,203.3,0,null,11186.16,"5630",false,0
"47956b","NOZ949  ","Norway",1682183916,1682183916,11.828,57.6032,10972.8,false,239.85,350.62,0,null,10927.08,"0240",false,0
"4bce09","SXS6WY  ","Turkey",1682183752,1682183915,8.5783,50.0485,null,true,2.83,118.12,null,null,null,null,false,0
"a821e4","FDX5124 ","United States",1682183916,1682183916,90.957,22.3612,11269.98,false,273.43,97.46,0,null,11780.52,"0555",false,0
"152039","AFL423  ","Russian Federation",1682183835,1682183835,47.1587,46.6576,11277.6,false,226.64,302.39,0,null,11178.54,null,false,0
"c06c95","CFC1663 ","Canada",1682183916,1682183916,-79.0179,35.2591,8229.6,false,165.16,11.13,0,null,8397.24,"2135",false,0
"a954bf","N700BZ  ","United States",1682183914,1682183915,-73.5146,40.4496,396.24,false,88.61,213.87,0,null,388.62,null,false,0
"4bce04","SXS53V  ","Turkey",1682183916,1682183916,5.8001,51.5221,11277.6,false,225.44,120.13,0,null,11239.5,"4610",false,0
"a4795a","DAL2370 ","United States",1682183915,1682183916,-84.9026,33.6545,3947.16,false,173.71,249.36,8.78,null,3962.4,null,false,0
"152031","AFL1194 ","Russian Federation",1682183915,1682183915,46.7443,56.0148,7642.86,false,201.11,110.98,-10.08,null,7536.18,null,false,0
"a7ad7c","JIA5030 ","United States",1682183916,1682183916,-95.7532,32.658,6400.8,false,257.19,95.05,0.33,null,6522.72,null,false,0
"a4c929","N4071M  ","United States",1682183915,1682183915,-74.6407,39.4557,213.36,false,29.03,299.74,1.63,null,175.26,null,false,0
"ab3a0c","UAL1041 ","United States",1682183916,1682183916,-117.6808,33.3244,5387.34,false,209.47,138.09,-12.03,null,5600.7,"3204",false,0
"a549c6","N44RL   ","United States",1682183916,1682183916,-113.0086,51.6239,2651.76,false,71.83,348.85,-0.33,null,2659.38,"4224",false,0
"a20027","CXK568  ","United States",1682183791,1682183792,-98.0733,29.7365,495.3,false,34.1,146.07,-3.25,null,480.06,null,false,0
"a7ad84","DAL990  ","United States",1682183916,1682183916,-97.9842,35.3433,10058.4,false,285.37,87.11,0,null,10142.22,null,false,0
"15203a","AFL245  ","Russian Federation",1682183404,1682183915,48.9989,50.8211,10972.8,false,233.4,337.45,0,null,10782.3,null,false,0
"ad3da8","SCA52   ","United States",1682183916,1682183916,-111.9506,33.8718,1988.82,false,55.26,125.91,-0.98,null,2011.68,null,false,0
"a954ca","CKS607  ","United States",1682183916,1682183916,-86.2298,43.866,10668,false,248.74,113.91,0,null,10370.82,"5743",false,0
"a2000d","EDV4879 ","United States",1682183916,1682183916,-82.7681,42.4834,2202.18,false,126.52,246.77,-3.25,null,2087.88,"5107",false,0
"a4794e","DAL838  ","United States",1682183916,1682183916,-98.4404,41.9026,10972.8,false,212.43,257.41,0,null,10782.3,"3310",false,0
"a0d359","N152TU  ","United States",1682183916,1682183916,-112.7663,33.0049,2004.06,false,56.22,299.61,0,null,2011.68,null,false,0
"a93ac8","NKS2910 ","United States",1682183883,1682183883,-87.8972,42.9483,null,true,1.03,340.31,null,null,null,null,false,0
"a33327","AAL2626 ","United States",1682183916,1682183916,-97.155,32.7454,1577.34,false,113.67,170.62,-9.1,null,1600.2,null,false,0
"ab9ab3","JRE847  ","United States",1682183916,1682183916,-81.3633,38.3078,12176.76,false,173.46,252.75,0.98,null,12138.66,"2444",false,0
"7cadb7","VH8LL   ","Australia",1682183916,1682183916,-118.3986,33.8407,152.4,false,48.94,347.86,1.3,null,114.3,null,false,0
"a97abc","N71LP   ","United States",1682183915,1682183916,-93.7634,34.144,10972.8,false,149.36,244.94,-0.33,null,11132.82,"1631",false,0
"a3e911","FFT2067 ","United States",1682183915,1682183916,-96.8803,35.3674,10980.42,false,185.21,269.36,-0.33,null,11079.48,"7034",false,0
"a66a84","SKW3194 ","United States",1682183872,1682183872,-111.9958,33.4372,null,true,0,2.81,null,null,null,null,false,0
"a0130f","N1036M  ","United States",1682183916,1682183916,-122.5806,38.0622,1021.08,false,46.93,347.33,0.33,null,1028.7,null,false,0
"46bc38","OAL7LM  ","Greece",1682183915,1682183915,24.4468,37.9705,4869.18,false,133.85,230.93,0.33,null,4922.52,"1406",false,0
"a086ce","EDV4900 ","United States",1682183883,1682183883,-79.6223,43.6875,null,true,0,112.5,null,null,null,"1513",false,0
"ac52ee","ASH6083 ","United States",1682183916,1682183916,-89.7895,30.0548,10363.2,false,199.64,256.29,0,null,10660.38,null,false,0
"a3e917","LXJ351  ","United States",1682183916,1682183916,-87.5817,29.1005,10972.8,false,173.17,290.16,0,null,11277.6,"7017",false,0
"a9f7dd","N741SM  ","United States",1682183916,1682183916,-115.3037,36.0393,1013.46,false,42.44,210.61,0.65,null,1028.7,null,false,0
"a52911","RPA4726 ","United States",1682183915,1682183916,-80.4419,40.1999,10363.2,false,235.94,273,0.33,null,10287,"1324",false,0
"a79158","EJA587  ","United States",1682183916,1682183916,-86.2949,30.819,11887.2,false,251.7,91.87,-0.33,null,12115.8,"7362",false,0
"a38609","EJA326  ","United States",1682183916,1682183916,-82.23,33.2894,12496.8,false,224.81,7.76,0,null,12664.44,null,false,0
"a741dd","N567KS  ","United States",1682183915,1682183915,-81.9933,27.9894,175.26,false,30.87,269.05,-1.63,null,152.4,null,false,0
"a61afb","N4928E  ","United States",1682183916,1682183916,-115.1897,36.2071,640.08,false,38.24,132.27,0.98,null,655.32,null,false,0
"abd254","SWA3192 ","United States",1682183915,1682183916,-83.6607,30.7809,10972.8,false,215.4,341.05,0,null,11224.26,null,false,0
"a349be","JBU1565 ","United States",1682183914,1682183916,-90.5431,35.807,10972.8,false,197.36,233.91,0.33,null,10980.42,null,false,0
"a07fed","RTY131  ","United States",1682183916,1682183916,-105.0231,40.4412,1737.36,false,56.63,335.3,-0.33,null,1775.46,null,false,0
"ad2573","SWA2994 ","United States",1682183916,1682183916,-87.1272,41.4925,2034.54,false,131.18,306.87,-4.55,null,1927.86,null,false,0
"a1a93d","N206KQ  ","United States",1682183916,1682183916,-121.9257,39.232,2263.14,false,90.86,112.64,0,null,2331.72,null,false,0
"899081","EVA088  ","Taiwan",1682183913,1682183915,73.8623,28.2294,10668,false,282.94,100.37,0,null,10911.84,null,false,0
"040187","ETH645  ","Ethiopia",1682183695,1682183695,114.0141,21.6199,4480.56,false,208.1,173.61,9.43,null,4236.72,null,false,0
"a349b8","CXK447  ","United States",1682183804,1682183805,-81.5036,30.5175,1219.2,false,55.45,6.93,5.2,null,579.12,null,false,0
"a2792d","CAP4359 ","United States",1682183915,1682183915,-111.6627,40.1404,null,true,6.43,132.19,null,null,null,null,false,0
"ade8fa","AAL2577 ","United States",1682183916,1682183916,-100.7373,35.151,10668,false,268.95,130.42,0,null,10812.78,null,false,0
"4d0103","ICV4905 ","Luxembourg",1682183916,1682183916,107.031,23.8109,11917.68,false,267.24,94.31,0,null,12565.38,null,false,0
"48fc17","SPSTAY  ","Poland",1682183916,1682183916,19.0943,49.8369,1524,false,63.89,310.1,0.98,null,1592.58,"7000",false,0
"89907d","EVA072  ","Taiwan",1682183915,1682183915,79.7747,27.2159,11887.2,false,287.34,114.32,0,null,12214.86,null,false,0
"89907c","EVA066  ","Taiwan",1682183777,1682183777,80.4193,26.8913,11887.2,false,286.39,107.13,-0.33,null,12230.1,null,false,0
"89907b","EVA095  ","Taiwan",1682183738,1682183910,107.1996,18.5307,10363.2,false,249.4,278.06,-0.33,null,10995.66,null,false,0
"a2af04","N272MG  ","United States",1682183911,1682183911,-80.1265,25.7928,190.5,false,39.63,178.51,-1.3,null,129.54,null,false,0
"ad6bdc","JBU224  ","United States",1682183916,1682183916,-79.1354,42.1872,10668,false,223.18,100.9,0.33,null,10622.28,"7326",false,0
"a2c90d","ENY3855 ","United States",1682183915,1682183916,-95.2778,29.9059,10591.8,false,195.8,261.08,-5.2,null,10866.12,null,false,0
"ad0b73","LN94GP  ","United States",1682183916,1682183916,-86.6668,37.2509,11887.2,false,253.6,66.19,0,null,11833.86,"3610",false,0
"aa5b92","AAL119  ","United States",1682183916,1682183916,-104.1431,32.2212,10972.8,false,219.72,262.06,0,null,11277.6,null,false,0
"aa759b","N773QS  ","United States",1682183916,1682183916,-123.1754,49.1182,3337.56,false,141.32,247.08,17.56,null,3368.04,null,false,0
"a12c23","DAL195  ","United States",1682183916,1682183916,-75.4257,40.8006,11582.4,false,210.29,225.99,0,null,11689.08,"2553",false,0
"a25f1c","N252BY  ","United States",1682183916,1682183916,-120.249,37.161,3482.34,false,88.83,132.65,0,null,3581.4,null,false,0
"acf22c","N933Q   ","United States",1682183915,1682183915,-122.0798,39.1594,853.44,false,72.02,332.34,0.65,null,853.44,null,false,0
"a00009","N1AG    ","United States",1682183734,1682183780,-108.7503,35.0213,10965.18,false,188.73,264.21,0.33,null,11231.88,null,false,0
"a491fb","DAL141  ","United States",1682183916,1682183916,-71.4422,41.538,10363.2,false,221.51,234.83,-1.3,null,10561.32,null,false,0
"adc2a7","AAL489  ","United States",1682183915,1682183916,-85.1944,40.9691,9753.6,false,210.74,296.69,0,null,9509.76,"3606",false,0
"abd26b","SWA2135 ","United States",1682183916,1682183916,-87.819,41.5494,1546.86,false,126.47,82.99,-0.33,null,1447.8,"4677",false,0
"a25f11","N252BM  ","United States",1682183915,1682183916,-117.4076,34.2387,1889.76,false,78.01,167.43,-8.13,null,1935.48,null,false,0
"479301","WIF9215 ","Norway",1682183916,1682183916,5.0509,59.3291,5836.92,false,189.23,8.28,-6.83,null,5783.58,"1160",false,0
"a7e152","DAL2823 ","United States",1682183792,1682183792,-85.4722,42.8845,449.58,false,64.19,260.31,-3.9,null,388.62,"7442",false,0
"04015c","ETH3680 ","Ethiopia",1682183728,1682183732,90.318,54.1896,10058.4,false,257.59,124.83,0,null,9753.6,null,false,0
"c1e985","AIRPT 2 ","Canada",1682183832,1682183832,-114.0302,51.1292,null,true,4.89,174.38,null,null,null,null,false,0
"a67181","NKS3102 ","United States",1682183915,1682183916,-79.4752,39.595,8983.98,false,240.5,77.27,-5.2,null,8976.36,"3147",false,0
"a97ab4","N71LF   ","United States",1682183914,1682183916,9.4697,47.9392,3970.02,false,108.03,0,10.73,null,4076.7,"7517",false,0
"c0405a","ROU1735 ","Canada",1682183915,1682183915,-110.6452,37.5853,10972.8,false,209.07,230.59,0,null,11132.82,"6353",false,0
"a50f18","N425KE  ","United States",1682183916,1682183916,-98.1565,30.2278,5737.86,false,72.62,300.2,6.18,null,5928.36,null,false,0
"040168","ETH3729 ","Ethiopia",1682183916,1682183916,105.9208,20.9418,2956.56,false,166.61,247.87,10.4,null,3086.1,null,false,0
"a9ddb0","AAL135  ","United States",1682183892,1682183892,-12.1052,55.3439,9753.6,false,249.61,306.7,0,null,9578.34,"7764",false,0
"a0d6a8","EDV4647 ","United States",1682183916,1682183916,-74.0589,40.7191,1211.58,false,82.58,210.72,-0.33,null,1196.34,"2726",false,0
"a491f1","DAL2037 ","United States",1682183916,1682183916,-74.0357,40.3583,11277.6,false,264.5,41.85,0.33,null,11452.86,"2324",false,0
"a64924","","United States",null,1682183891,null,null,null,false,0,87.19,null,null,null,null,false,0
"a4b9c7","SWA580  ","United States",1682183916,1682183916,-83.5204,35.0006,11582.4,false,219.95,341.31,0,null,11650.98,"1061",false,0
"a7ed85","N61MN   ","United States",1682183916,1682183916,-9.6741,38.7993,2240.28,false,137.2,211.66,-7.48,null,2346.96,"2147",false,0
"a1460a","SKW995H ","United States",1682183914,1682183916,-121.3147,36.3785,5974.08,false,189.86,322.04,-10.08,null,6156.96,null,false,0
"aca2de","N913LV  ","United States",1682183903,1682183913,-78.3138,36.0792,937.26,false,99.89,11.89,8.13,null,899.16,null,false,0
"aceb76","EDV4842 ","United States",1682183915,1682183916,-73.7435,40.6599,121.92,false,73.95,209.6,-4.23,null,91.44,"5627",false,0
"c0404e","SWG635  ","Canada",1682183916,1682183916,-73.2119,40.0301,11277.6,false,253.19,44.51,0,null,11475.72,"1620",false,0
"44d0a1","JAF1HA  ","Belgium",1682183916,1682183916,0.269,47.1454,10972.8,false,243.41,21.58,0.33,null,10927.08,"1000",false,0
"ad1276","N941SG  ","United States",1682183916,1682183916,-82.1934,27.4736,1379.22,false,88.17,291.93,-6.18,null,1409.7,null,false,0
"a6ba75","ASI928  ","United States",1682183786,1682183786,-111.8157,33.2696,null,true,4.37,22.5,null,null,null,null,false,0
"c07998","TSC569  ","Canada",1682183916,1682183916,-81.3956,31.5793,12496.8,false,246.47,19,0,null,12733.02,"1013",false,0
"a73aad","LFA323  ","United States",1682183798,1682183799,-81.4966,30.3248,213.36,false,43.52,298.99,-1.3,null,160.02,null,false,0
"4075af","EXS2AN  ","United Kingdom",1682183916,1682183916,10.3336,49.2641,11277.6,false,233.8,130.81,0,null,11330.94,"5235",false,0
"a5a10a","AAL663  ","United States",1682183915,1682183916,-112.8852,32.9282,7010.4,false,219.39,260.82,7.48,null,7261.86,null,false,0
"a7f40a","N611SE  ","United States",1682183916,1682183916,-119.752,37.8478,3108.96,false,75.7,328.9,1.3,null,3185.16,"1200",false,0
"a79111","N587MW  ","United States",1682183864,1682183867,-97.0981,32.6784,236.22,false,51.91,166.24,-3.9,null,220.98,null,false,0
"0d085c","AMX408  ","Mexico",1682183916,1682183916,-73.9139,39.9425,3733.8,false,174.99,28.83,-7.15,null,3787.14,"3205",false,0
"a060ae","AAL1672 ","United States",1682183916,1682183916,-88.3272,33.8881,9753.6,false,195.14,255.96,0,null,9860.28,null,false,0
"a4dad4","UAL1413 ","United States",1682183915,1682183916,-85.9011,44.469,10370.82,false,234.44,279.09,0,null,10058.4,"3413",false,0
"a060c0","N123VP  ","United States",1682183916,1682183916,4.4068,50.6025,3352.8,false,84.26,294.53,0,null,3345.18,"7525",false,0
"a80d40","JBU1923 ","United States",1682183916,1682183916,-76.6375,37.5359,8526.78,false,203.95,186.37,0.65,null,8686.8,"3372",false,0
"899040","EVA087  ","Taiwan",1682183717,1682183719,112.693,20.9275,9174.48,false,244.99,265.91,0,null,9738.36,null,false,0
"406ec9","BAW207  ","United Kingdom",1682183915,1682183916,-74.9751,37.7637,11582.4,false,214.79,204.48,0,null,11765.28,"5723",false,0
"a36c1b","N32BL   ","United States",1682183915,1682183916,-121.3423,38.9148,3048,false,90.87,231.9,0.33,null,3093.72,null,false,0
"a754c2","N5712D  ","United States",1682183914,1682183914,-120.4635,38.4973,2621.28,false,48.38,45.43,0.65,null,2712.72,null,false,0
"4ca4ea","RYR3TV  ","Ireland",1682183916,1682183916,3.9181,51.7132,7315.2,false,180.55,284.35,0,null,7277.1,"6264",false,0
"a1dcb4","UAL253  ","United States",1682183916,1682183916,-108.9826,32.2426,10363.2,false,229.35,276.44,0,null,10683.24,null,false,0
"c07982","CJT951  ","Canada",1682183916,1682183916,-81.4125,42.0508,8412.48,false,264.06,39.86,-3.58,null,8252.46,"6760",false,0
"a5a11a","ASA402  ","United States",1682183916,1682183916,-96.3414,38.6135,10668,false,274.12,112.86,0,null,10576.56,null,false,0
"4ca4f5","RYR45AN ","Ireland",1682183912,1682183914,-5.2061,45.8851,11277.6,false,214,199.96,-0.33,null,11209.02,"5752",true,0
"a3861f","AAL2307 ","United States",1682183915,1682183916,-102.6402,36.0026,10668,false,277.58,81.04,0,null,10805.16,null,false,0
"a1efe7","ASA1222 ","United States",1682183916,1682183916,-122.7822,45.6575,716.28,false,88.89,119.09,-4.55,null,777.24,"7772",false,0
"c1e972","","Canada",1682183698,1682183698,-114.018,51.1087,null,true,15.95,0,null,null,null,null,false,0
"a00c7a","DAL1158 ","United States",1682183916,1682183916,-77.4212,39.0721,10980.42,false,189.13,218.93,-0.33,null,11056.62,"2653",false,0
"706211","JZR218  ","Kuwait",1682183914,1682183915,47.8043,29.3806,967.74,false,124.02,64.18,0,null,967.74,null,false,0
"aa7571","N773P   ","United States",1682183914,1682183914,-90.2826,30.32,1676.4,false,71.06,145.62,-0.98,null,1699.26,null,false,0
"c016e8","SWG597  ","Canada",1682183915,1682183916,-113.1104,45.5264,11277.6,false,248.45,124.71,0,null,11254.74,null,false,0
"4ca4f8","RYR4QV  ","Ireland",1682183915,1682183916,-7.6707,36.8455,11582.4,false,243.02,45.86,0,null,11841.48,"4461",false,0
"0101fd","MSR794  ","Egypt",1682183915,1682183915,17.0765,39.3461,8839.2,false,260.55,118.29,0,null,8968.74,null,false,0
"a1200d","UCA4245 ","United States",1682183916,1682183916,-91.2199,31.8831,7604.76,false,166.54,240.58,7.15,null,7757.16,null,false,0
"4ca4f0","RYR3KU  ","Ireland",1682183617,1682183617,22.026,50.1132,null,true,6.43,270,null,null,null,"2032",false,0
"a456a9","EJA379  ","United States",1682183724,1682183724,-82.8622,34.6803,381,false,56.75,247.62,-2.93,null,365.76,"1540",false,0
"c003ac","NOJ62   ","Canada",1682183850,1682183850,-65.3321,33.1182,11887.2,false,219.11,327.95,0.33,null,12146.28,null,false,0
"a6844d","EJA519  ","United States",1682183916,1682183916,-116.7915,33.6236,8229.6,false,228.53,91.81,7.48,null,8519.16,null,false,0
"aa5b57","N7668W  ","United States",1682183905,1682183905,-118.4136,34.2601,null,true,3.6,320.62,null,null,null,null,false,0
"0d0886","XBDMT   ","Mexico",1682183916,1682183916,-116.3725,32.6732,3025.14,false,138.67,262.11,-5.85,null,3093.72,null,false,0
"a73ab6","JIA5668 ","United States",1682183693,1682183702,-80.9699,35.2543,457.2,false,73.75,176,-4.55,null,388.62,"3405",false,0
"a38633","AAL2086 ","United States",1682183915,1682183916,-113.6583,36.4429,10363.2,false,198.7,245.69,0,null,10599.42,"7277",false,0
"4d0110","CLX839A ","Luxembourg",1682183916,1682183916,81.9336,13.4635,11277.6,false,265.96,116.66,0,null,11856.72,null,false,0
"89900f","CAL051  ","Taiwan",1682183915,1682183916,120.7717,16.8655,11422.38,false,249.26,169.9,-2.6,null,12199.62,"2614",false,0
"4d0117","CLX56L  ","Luxembourg",1682183915,1682183915,-97.6055,47.4944,9448.8,false,270.72,133.61,0,null,9197.34,null,false,0
"4d0116","CLX2J   ","Luxembourg",1682183754,1682183754,32.4726,41.6021,10668,false,267.34,110.74,-0.33,null,10622.28,"2121",false,0
"ac17b0","SWA3919 ","United States",1682183915,1682183916,-87.6189,41.6906,784.86,false,83.31,315.75,0.65,null,708.66,null,false,0
"a79d78","ASA537  ","United States",1682183916,1682183916,-112.8964,47.9025,10972.8,false,216.34,257.78,0,null,10881.36,null,false,0
"a2c93f","EDV4744 ","United States",1682183916,1682183916,-79.1726,37.2285,10088.88,false,188.51,217.68,-5.2,null,10157.46,"3305",false,0
"a12c42","FDX463  ","United States",1682183712,1682183821,-90.3925,34.6755,1897.38,false,141.04,71.5,-4.88,null,2278.38,"1470",false,0
"c0534e","FLE1315 ","Canada",1682183916,1682183916,-76.8117,42.6046,11887.2,false,263.95,21.61,0,null,11948.16,"3236",false,0
