icao24,callsign,country,timePosition,lastContact,longitude,latitude,baroAltitude,onGround,velocity,heading,verticalRate,_,geoAltitude,transponderCode,spi,positionSource
"4b1815","EDW58T  ","Switzerland",1682183916,1682183916,3.4247,39.7982,3131.82,false,145.51,195.17,-8.45,null,3246.12,"3053",false,0
"4b1816","EDW46Y  ","Switzerland",1682183916,1682183916,17.1352,44.5192,11269.98,false,250.12,129.16,0,null,11300.46,"3072",false,0
"4b1817","SWR7UF  ","Switzerland",1682183916,1682183916,6.6685,44.6817,9753.6,false,233.67,11.56,0,null,9898.38,"5513",false,0
"e8027c","LPE2450 ","Chile",1682183916,1682183916,-76.9023,-11.9036,3787.14,false,186.44,5.07,6.5,null,null,null,false,0
"ac96b8","AAL1358 ","United States",1682183916,1682183916,-84.0978,39.5802,8229.6,false,224.7,183.41,0,null,8077.2,"4154",false,0
"aa56db","UAL2000 ","United States",1682183625,1682183625,-118.388,33.9535,121.92,false,81.87,263.14,-3.58,null,83.82,"3615",false,0
"4b1812","EDW386X ","Switzerland",1682183916,1682183916,8.6854,45.9222,10668,false,226.52,175.57,0.33,null,10774.68,"3010",false,0
"ade18c","AAL2084 ","United States",1682183912,1682183912,-78.545,33.7473,10668,false,251.73,62.49,-0.33,null,10873.74,"3276",false,0
"4b1813","SWR1BA  ","Switzerland",1682183916,1682183916,12.2216,44.8286,11574.78,false,203.96,317.86,0,null,11658.6,"5520",false,0
"a77ec5","EJA582  ","United States",1682183915,1682183916,-93.9725,34.0739,11102.34,false,186.38,248.46,-7.48,null,11224.26,"2127",false,0
"a678e9","N516ND  ","United States",1682183916,1682183916,-80.9036,29.2988,937.26,false,54.79,114.4,-0.33,null,922.02,null,false,0
"ab6fdd","AAL2504 ","United States",1682183916,1682183916,-94.8423,32.5909,9951.72,false,275.35,95.25,6.83,null,10142.22,null,false,0
"a3b87f","DAL1041 ","United States",1682183916,1682183916,-83.9914,41.401,6835.14,false,202.41,199.45,4.23,null,6659.88,"7455",false,0
"a4b205","N401TD  ","United States",1682183806,1682183838,-74.0076,40.6998,15.24,false,0,0,-1.63,null,0,"1200",false,0
"ac3625","LXJ659  ","United States",1682183915,1682183916,-77.6842,35.8658,14325.6,false,230.11,218.1,0.33,null,14470.38,"7264",false,0
"880458","AIQ541  ","Thailand",1682183915,1682183916,104.3492,20.3718,11590.02,false,222.83,219.75,0,null,12298.68,null,false,0
"ad06b6","CXK567  ","United States",1682183916,1682183916,-81.5032,30.1211,1005.84,false,42.5,263.05,0.98,null,1021.08,null,false,0
"4b1806","SWR271X ","Switzerland",1682183912,1682183912,6.1032,46.2311,null,true,0,270,null,null,null,"1000",false,0
"a1c5ee","N213PB  ","United States",1682183916,1682183916,-106.9158,35.2733,3474.72,false,85.5,83.09,0.65,null,3535.68,null,false,0
"0d0c02","VIV5003 ","Mexico",1682183915,1682183915,-113.9791,31.5955,11574.78,false,213.04,291.24,0,null,11932.92,null,false,0
"a22267","N2369K  ","United States",1682183913,1682183915,-117.8907,33.6798,396.24,false,57.31,78.08,0.98,null,350.52,null,false,0
"4b1800","SWR12J  ","Switzerland",1682183916,1682183916,22.1464,37.9755,7315.2,false,224.74,127.84,-13.98,null,7391.4,"0464",false,0
"4b1801","SWR18MG ","Switzerland",1682183915,1682183916,5.5618,45.637,6248.4,false,206.11,30.28,-5.2,null,6355.08,"2074",false,0
"e48d37","AZU4083 ","Brazil",1682183781,1682183781,-47.4354,-23.9022,4419.6,false,113.16,189.42,1.95,null,4198.62,null,false,0
"a678ef","NKS1361 ","United States",1682183840,1682183845,-102.2286,36.4394,10972.8,false,188.94,272.18,0.33,null,11094.72,"7102",false,0
"4b1802","SWR112E ","Switzerland",1682183889,1682183914,8.562,47.4409,null,true,0,244.69,null,null,null,"1000",false,0
"a5820f","N454MD  ","United States",1682183733,1682183743,-99.2133,29.9545,1188.72,false,48.49,274.26,-0.33,null,1234.44,null,false,0
"ac4963","","United States",1682183854,1682183854,-116.4952,33.8158,190.5,false,83.75,322.99,-4.55,null,228.6,null,false,0
"a3b88e","AAL2258 ","United States",1682183914,1682183914,-115.1348,36.0808,null,true,0,241.88,null,null,null,null,false,0
"4952ca","TAP1364 ","Portugal",1682183916,1682183916,-1.4477,50.3114,8153.4,false,242.98,22.93,-10.08,null,8054.34,"5410",false,0
"00b22c","SAA572  ","South Africa",1682183916,1682183916,28.1747,-26.4015,2621.28,false,131.26,14.53,-3.25,null,2804.16,null,false,0
"7c6b36","JST217  ","Australia",1682183916,1682183916,174.6894,-37.2133,3009.9,false,199.94,71.7,-13.33,null,3177.54,null,false,0
"acdfa3","ASA1154 ","United States",1682183915,1682183916,-121.4972,44.0886,10972.8,false,207.39,335.21,0,null,11087.1,"2454",false,0
"c08428","FGD699  ","Canada",1682183914,1682183914,-122.2685,48.994,487.68,false,65.8,243.03,-0.65,null,586.74,null,false,0
"a4c54a","N4060G  ","United States",1682183915,1682183915,-117.4985,33.9709,1463.04,false,50.15,206.83,-2.28,null,1432.56,null,false,0
"511162","AMC454  ","Estonia",1682183915,1682183915,14.4183,35.7591,1249.68,false,148.55,237.3,20.48,null,1318.26,null,false,0
"a4b21b","UAL1567 ","United States",1682183916,1682183916,-82.7206,37.4941,10660.38,false,239.94,66.9,-0.33,null,10584.18,"6621",false,0
"ad3c16","AAL2939 ","United States",1682183913,1682183913,-95.3116,32.0389,8968.74,false,177.46,285.12,-5.2,null,9182.1,null,false,0
"a4d87f","N411GT  ","United States",null,1682183915,null,null,null,false,85.25,341.35,0.33,null,null,null,false,0
"a1befb","N211U   ","United States",1682183682,1682183682,-82.8916,29.3842,1379.22,false,49.81,321.71,0,null,1386.84,null,false,0
"aa9300","UAL7    ","United States",1682183916,1682183916,-104.1988,38.6917,9144,false,224.49,313.79,0,null,9174.48,null,false,0
"a1befc","UAL1681 ","United States",1682183916,1682183916,-80.2214,41.36,10668,false,247.25,84.03,0,null,10568.94,"4174",false,0
"a21b48","N235CC  ","United States",1682183915,1682183916,-112.7979,33.3683,2286,false,43.73,270,1.95,null,2324.1,null,false,0
"ab76eb","JRE838  ","United States",1682183916,1682183916,-76.692,36.3213,13098.78,false,183.35,197.98,0,null,13228.32,"1730",false,0
"aa8c10","SKW5486 ","United States",1682183916,1682183916,-110.8362,40.8424,7490.46,false,225.14,99.2,4.55,null,7551.42,null,false,0
"aaa6de","N786AP  ","United States",1682183916,1682183916,-113.5604,43.0577,6705.6,false,120.56,285.34,0,null,6713.22,null,false,0
"a5e550","N4793F  ","United States",1682183916,1682183916,-123.1954,48.1449,883.92,false,44.43,84.69,1.3,null,883.92,null,false,0
"aa56b5","UAL1111 ","United States",1682183915,1682183916,-123.236,37.4878,5631.18,false,202.87,251.98,9.43,null,5783.58,null,false,0
"aa56b8","UAL422  ","United States",1682183916,1682183916,-93.6385,30.8523,10363.2,false,207.99,247.3,0,null,10622.28,null,false,0
"a57b4d","UAL1189 ","United States",1682183915,1682183916,-118.8951,33.9668,10668,false,247.02,130.52,0.33,null,11033.76,"3344",false,0
"a9a0f1","N7198E  ","United States",1682183714,1682183714,-87.5415,30.4231,487.68,false,48.34,253.3,-4.88,null,396.24,null,false,0
"ad5623","AAL309  ","United States",1682183672,1682183672,-73.7958,40.6476,null,true,4.89,59.06,null,null,null,"2602",true,0
"ac231d","FDY350  ","United States",1682183916,1682183916,-111.3671,33.659,3375.66,false,89.81,70.94,0,null,3467.1,null,false,0
"a665f1","N511JC  ","United States",1682183913,1682183914,-101.6363,38.8917,12192,false,198.9,247.81,1.3,null,12184.38,"1356",false,0
"4952c5","TAP693  ","Portugal",1682183915,1682183916,4.4986,49.4153,8633.46,false,202.18,261.81,7.48,null,8663.94,"3501",false,0
"acdfab","DAL2721 ","United States",1682183916,1682183916,-84.0397,39.7988,1356.36,false,144.04,36.87,-10.4,null,1295.4,"3517",false,0
"4952c6","TAP1558 ","Portugal",1682183902,1682183902,-9.1376,38.7773,null,true,12.86,182.81,null,null,null,"6250",false,0
"a0e250","AAL424  ","United States",1682183916,1682183916,-98.5999,35.3112,10058.4,false,269.39,73.47,0,null,10180.32,null,false,0
"ac83aa","FTH905  ","United States",1682183916,1682183916,-116.0869,35.4529,11163.3,false,272.43,50.06,5.2,null,11460.48,null,false,0
"4b180c","SWR93Q  ","Switzerland",1682183916,1682183916,1.2812,43.6701,10972.8,false,247.94,54.63,0,null,11064.24,"2217",false,0
"ac2f5a","SWA2394 ","United States",1682183916,1682183916,-110.9788,33.5981,6217.92,false,218.48,71.61,8.13,null,6385.56,null,false,0
"ad694c","SWA3866 ","United States",1682183825,1682183825,-106.6137,35.0484,null,true,1.54,87.19,null,null,null,null,false,0
"407a06","EZY2341 ","United Kingdom",1682183916,1682183916,-8.1208,36.6674,11887.2,false,230.4,192.64,0,null,12153.9,"2254",false,0
"ab5cf4","DPJ831  ","United States",1682183916,1682183916,-74.1782,40.2441,6035.04,false,165.96,193.26,7.48,null,6126.48,"1753",false,0
"a34215","","United States",1682183915,1682183915,-73.8622,40.7705,null,true,0.64,45,null,null,null,null,false,0
"3945f7","CCM41QA ","France",1682183876,1682183889,7.7763,43.071,5181.6,false,145.37,103.3,0,null,5311.14,"1000",false,0
"acdfc2","N929BR  ","United States",1682183913,1682183913,-97.0859,31.9728,2720.34,false,85.99,157.12,0,null,2766.06,null,false,0
"a2355d","SKW3513 ","United States",1682183916,1682183916,-73.7936,43.0051,10363.2,false,214.61,271.65,-0.33,null,10515.6,null,false,0
"4b180a","SWR73VK ","Switzerland",1682183901,1682183908,6.1068,46.2309,null,true,0,135,null,null,null,"1000",false,0
"ac2f83","SWA2809 ","United States",1682183916,1682183916,-106.0623,35.8704,11277.6,false,262.84,67.2,0,null,11452.86,null,false,0
"3c6669","DLH194  ","Germany",1682183843,1682183843,13.5025,52.3695,null,true,8.75,247.5,null,null,null,"1000",false,0
"44028c","EJU54HE ","Austria",1682183915,1682183916,-8.4175,40.1345,8526.78,false,199.77,221.24,-12.03,null,8740.14,null,false,0
"adeca5","AAL1396 ","United States",1682183916,1682183916,-87.6366,35.7759,3764.28,false,195.39,69.18,-2.93,null,3741.42,"2216",false,0
"ac498c","FDX10   ","United States",1682183916,1682183916,-7.7577,50.3156,11887.2,false,264.39,103.85,0,null,11734.8,null,false,0
"a2228b","ASA508  ","United States",1682183916,1682183916,-121.8294,47.4041,3566.16,false,186.44,71.17,9.75,null,3604.26,null,false,0
"aa9f1c","SWA153  ","United States",1682183897,1682183905,-105.2197,37.8506,11277.6,false,265.27,79.5,0.33,null,11346.18,null,false,0
"abacd2","UAL2499 ","United States",1682183914,1682183915,-107.7663,41.8891,10652.76,false,254.29,135.74,0,null,10622.28,null,false,0
"4acb03","NOZ6JS  ","Sweden",1682183916,1682183916,11.7466,46.9597,11887.2,false,230.72,182.68,0,null,11940.54,"0753",false,0
"aaef89","AAL2846 ","United States",1682183802,1682183802,-75.2192,34.9721,11285.22,false,233.06,116.62,0.65,null,11506.2,null,false,0
"4acb02","NSZ5DM  ","Sweden",1682183908,1682183914,17.929,59.6512,null,true,0,202.5,null,null,null,"2317",false,0
"ad4f72","JBU111  ","United States",1682183916,1682183916,-86.2945,43.5096,9144,false,226.91,263.23,0,null,8839.2,"1676",false,0
"3c664e","DLH9XC  ","Germany",1682183916,1682183916,21.8722,58.5506,11582.4,false,215.38,225.97,0,null,11513.82,"4503",false,0
"a47597","DAL1921 ","United States",1682183916,1682183916,-111.852,32.8738,10668,false,255.8,107.2,0,null,10988.04,null,false,0
"ad564e","N959CF  ","United States",1682183916,1682183916,-118.2501,33.8902,99.06,false,26.76,271.1,3.58,null,53.34,null,false,0
"3c6662","DLH27E  ","Germany",1682183915,1682183916,2.3612,41.3922,1196.34,false,126.8,249.58,-6.18,null,1249.68,"2557",false,0
"a7bc8e","EJA598  ","United States",1682183916,1682183916,-83.7438,41.9485,12496.8,false,227.93,89.09,0,null,12344.4,"2666",false,0
"3c4015","DLH198  ","Germany",1682183916,1682183916,11.5015,51.3352,8770.62,false,244.09,61,-15.28,null,8869.68,"1000",false,0
"3c6677","DLH1304 ","Germany",1682183914,1682183915,21.3385,44.4039,10668,false,242.2,132.16,0.33,null,10584.18,"7647",false,0
"a2d2eb","ENY3853 ","United States",1682183916,1682183916,-95.405,32.2566,7993.38,false,184.77,271.76,-8.13,null,8191.5,null,false,0
"a8d052","N667XL  ","United States",1682183915,1682183916,-81.7217,28.6878,1836.42,false,122.13,150.2,0,null,1859.28,"1706",false,0
"4952a3","TAP209F ","Portugal",1682183915,1682183916,-10.5868,38.949,7581.9,false,193.59,288.43,3.9,null,7780.02,"4416",false,0
"4952a4","TAP284  ","Portugal",1682183916,1682183916,-7.5191,38.0925,11224.26,false,193.3,283.07,-2.6,null,11460.48,"4222",false,0
"3c666b","DLH9PL  ","Germany",1682183916,1682183916,10.5568,47.663,9144,false,228.13,338.29,0,null,9250.68,"0266",false,0
"a46e8d","HAL89   ","United States",1682183916,1682183916,-102.1122,40.3864,10363.2,false,207.46,265.45,0,null,10287,"3477",false,0
"48cb15","TVP7333 ","Poland",1682183916,1682183916,6.6282,46.385,10980.42,false,249.38,48.85,0.98,null,11041.38,"1000",false,0
"3c6672","DLH1MA  ","Germany",1682183915,1682183915,18.4692,44.3151,10363.2,false,209.68,317.19,0,null,10347.96,null,false,0
"3c6671","DLH35J  ","Germany",1682183824,1682183910,-3.1069,43.5257,3543.3,false,175.82,356.14,7.48,null,3558.54,null,false,0
"3c6670","DLH687  ","Germany",1682183916,1682183916,19.1893,45.6988,10363.2,false,216.71,322.23,0,null,10340.34,"7241",false,0
"a04409","N116RW  ","United States",1682183915,1682183916,-89.1689,31.4655,9753.6,false,212.75,248.58,0,null,9966.96,null,false,0
"ac83d5","EDV5117 ","United States",1682183916,1682183916,-87.2201,41.292,9570.72,false,237.17,336.88,5.2,null,9334.5,"4047",false,0
"e80269","LPE2236 ","Chile",1682183915,1682183915,-76.6707,-10.5519,9037.32,false,228.96,27.72,5.53,null,null,null,false,0
"a4d838","","United States",1682183909,1682183914,-122.2983,47.4384,null,true,0,75.94,null,null,null,null,false,0
"3c6674","DLH2F   ","Germany",1682183819,1682183887,8.5662,50.0402,null,true,2.83,11.25,null,null,null,"1000",false,0
"e8025e","ARE4374 ","Chile",1682183915,1682183915,-73.731,6.1536,10485.12,false,223.78,11.67,7.15,null,11155.68,null,false,0
"acd3c7","N9255C  ","United States",1682183916,1682183916,-81.4655,28.8481,624.84,false,58.57,71.57,0.33,null,594.36,null,false,0
"a34e9d","DAL371  ","United States",1682183916,1682183916,-115.949,46.7195,10050.78,false,250.96,106.8,-0.33,null,10050.78,null,false,0
"ac101f","SWA3003 ","United States",1682183910,1682183910,-115.1554,36.092,null,true,7.72,149.06,null,null,null,null,false,0
"471efa","WZZ3HT  ","Hungary",1682183912,1682183914,8.8796,40.6348,10668,false,212.03,252.93,0,null,10843.26,null,false,0
"a3a538","FFT7080 ","United States",1682183916,1682183916,-80.3735,27.4076,10972.8,false,242.27,160.53,0.33,null,11338.56,"1362",false,0
"471efe","WZZ731  ","Hungary",1682183901,1682183911,14.1761,40.0056,10355.58,false,206.01,329.21,0,null,10515.6,null,false,0
"ad90a3","AAL2545 ","United States",1682183915,1682183915,-80.9698,35.2525,426.72,false,76.9,175.4,-4.23,null,388.62,"7355",false,0
"471eff","WZZ6553 ","Hungary",1682183916,1682183916,15.2268,42.3551,11277.6,false,216.11,255.67,0,null,11361.42,"6520",false,0
"471efc","WZZ60NX ","Hungary",1682183915,1682183916,13.0876,41.9299,6736.08,false,207.42,30.89,10.4,null,6888.48,null,false,0
"471efd","WZZ98   ","Hungary",1682183906,1682183906,24.1105,46.4396,10363.2,false,222.5,320.35,0,null,10279.38,null,false,0
"e80279","LPE2602 ","Chile",1682183916,1682183916,-76.1831,-12.3156,7772.4,false,215.22,282.14,-10.4,null,null,null,false,0
"aadc82","N7995G  ","United States",1682183916,1682183916,-75.4842,40.6505,487.68,false,55.87,53.24,-2.93,null,419.1,null,false,0
"3c666f","DLH4WK  ","Germany",1682183915,1682183916,13.9419,40.8991,10972.8,false,205.47,341.61,0.33,null,11094.72,null,false,0
"e80273","LPE2019 ","Chile",1682183813,1682183813,-75.3845,-12.8801,9311.64,false,237.6,103.01,3.9,null,null,null,false,0
"ac3688","SWA1136 ","United States",1682183835,1682183835,-90.2523,29.985,null,true,2.57,146.25,null,null,null,null,false,0
"e80275","LPE2086 ","Chile",1682183909,1682183914,-76.9629,-9.162,11582.4,false,238.6,195,0,null,11772.9,null,false,0
"4b185d","HBJFX   ","Switzerland",1682183915,1682183916,-73.3452,43.3473,8496.3,false,211.03,232.63,-12.68,null,8618.22,"1504",false,0
"a59529","N459SP  ","United States",1682183916,1682183916,-96.2684,32.6873,396.24,false,36.01,135.58,8.78,null,403.86,null,false,0
"a5a8b7","","United States",null,1682183899,null,null,null,false,64.39,337.94,2.93,null,null,null,false,0
"a34268","SKW3767 ","United States",1682183915,1682183916,-111.9302,41.0873,4099.56,false,157.7,28.66,11.38,null,4137.66,null,false,0
"44029f","AUA5U   ","Austria",1682183916,1682183916,12.6639,47.9764,10980.42,false,212.57,268.2,0,null,11049,"1000",false,0
"adecb6","DAL2566 ","United States",1682183740,1682183740,-83.3299,42.2253,304.8,false,65.36,208.18,-3.25,null,220.98,"5171",false,0
"a59530","SKW108R ","United States",1682183915,1682183916,-91.3037,44.9921,6096,false,180.72,276.54,0,null,5836.92,null,false,0
"a34e98","N312DP  ","United States",1682183916,1682183916,-71.6933,42.7986,594.36,false,31.08,289.33,0.65,null,609.6,null,false,0
"a46e6a","FFT2326 ","United States",1682183916,1682183916,-82.2378,35.6961,11285.22,false,237.05,356.64,0.33,null,11338.56,"7676",false,0
"ace6df","NKS392  ","United States",1682183916,1682183916,-82.281,31.2158,11277.6,false,219.7,344.24,0.33,null,11544.3,null,false,0
"abf025","SWA133  ","United States",1682183916,1682183916,-87.6235,39.1554,11277.6,false,239.81,165.84,0,null,11109.96,"6261",false,0
"a3b86c","DAL1757 ","United States",1682183916,1682183916,-82.9034,43.3637,11277.6,false,232.47,96.48,-0.33,null,11079.48,"2430",false,0
"a4c527","RPA4308 ","United States",1682183916,1682183916,-75.5095,41.8981,7924.8,false,223.4,299.22,0,null,8039.1,null,false,0
"e8027a","LAN534  ","Chile",1682183916,1682183916,-77.3072,-12.1243,2606.04,false,146.93,293.96,14.96,null,null,null,false,0
"a88072","NKS2045 ","United States",1682183916,1682183916,-78.8733,34.8094,11269.98,false,249.25,39.47,-0.33,null,11460.48,"6735",false,0
"abad94","SWA383  ","United States",1682183916,1682183916,-82.8493,30.388,10972.8,false,211.6,337.86,0,null,11239.5,null,false,0
"ace790","N930VM  ","United States",1682183916,1682183916,-94.3262,42.5683,8229.6,false,162.37,53.89,-0.33,null,8023.86,null,false,0
"a69b92","ASA49   ","United States",1682183907,1682183913,-122.3061,47.4632,null,true,0,0,null,null,null,null,false,0
"ae2780","FFAB123 ","United States",1682183894,1682183894,-117.5373,33.3944,320.04,false,64.77,226.29,0,null,281.94,null,false,0
"a0a734","EDG141  ","United States",1682183915,1682183916,-92.7354,45.0863,12192,false,240.38,277.75,0.33,null,11963.4,"1740",false,0
"a04437","N116TS  ","United States",1682183916,1682183916,-111.7332,33.9517,2400.3,false,70.59,46.18,0,null,2423.16,null,false,0
"adda24","AAL2405 ","United States",1682183915,1682183916,-101.7549,34.359,9753.6,false,200.74,294.53,0,null,9944.1,null,false,0
"c0225d","CFNAI   ","Canada",1682183915,1682183916,-81.3119,29.1364,8229.6,false,145.44,355.94,0,null,8488.68,null,false,0
"a9656c","N704WP  ","United States",1682183849,1682183849,-118.474,34.2899,388.62,false,16.98,0,-2.28,null,358.14,null,false,0
"a83e7b","N630HR  ","United States",1682183915,1682183915,-97.7396,32.9134,1005.84,false,41.03,82.07,0.65,null,1013.46,null,false,0
"3455d8","VOE17RK ","Spain",1682183916,1682183916,1.7291,46.9642,10668,false,198.8,195.15,0,null,10660.38,"1000",false,0
"4b1885","SWR18N  ","Switzerland",1682183916,1682183916,-3.8334,51.9218,10972.8,false,237.4,281.63,0,null,10789.92,"3051",false,0
"3c65c1","DLH05N  ","Germany",1682183915,1682183916,13.6107,48.2563,10972.8,false,199.71,314.69,-0.33,null,11018.52,"1755",false,0
"ac7166","N900YV  ","United States",1682183916,1682183916,-90.6983,42.397,342.9,false,5.87,232.13,0,null,297.18,null,false,0
"a05776","AAL420  ","United States",1682183915,1682183916,-102.6133,38.1846,10363.2,false,196.95,312.78,0,null,10386.06,null,false,0
"4b1880","SWR52   ","Switzerland",1682183916,1682183916,-0.4014,51.3194,10972.8,false,235.84,293.94,0.33,null,10820.4,"3035",false,0
"a69b8f","N525AP  ","United States",1682183916,1682183916,-98.08,30.7297,9502.14,false,147,15.01,9.1,null,9791.7,null,false,0
"0d0af7","AMX646  ","Mexico",1682183611,1682183611,-118.3752,33.9404,91.44,false,79.76,263.33,-4.23,null,76.2,null,false,0
"4b1882","SWR22   ","Switzerland",1682183916,1682183916,-71.1181,41.6958,10858.5,false,217.03,235.82,-6.18,null,11079.48,null,false,0
"3b7b38","DRAGO741","France",1682183915,1682183916,6.1536,46.0898,1386.84,false,55.23,189.11,-0.33,null,1440.18,null,false,0
"44023f","EJU15QX ","Austria",1682183690,1682183704,-13.9436,28.9916,11894.82,false,213.28,228.81,0,null,12336.78,null,false,0
"70801c","LAO923  ","Lao People's Democratic Republic",1682183911,1682183912,105.5691,21.3846,11277.6,false,254.12,55.89,0,null,11887.2,null,false,0
"ac1afa","SWA2955 ","United States",1682183916,1682183916,-87.4324,41.5966,1257.3,false,100.32,291.04,0.98,null,1165.86,"2673",false,0
"ad9136","N9730V  ","United States",1682183916,1682183916,-122.1098,47.5087,1158.24,false,48.63,6.07,0.65,null,1196.34,null,false,0
"3c5ee8","EWG7BP  ","Germany",1682183671,1682183673,6.7656,51.281,null,true,0,95.62,null,null,null,"5352",false,0
"3c5ee7","EWG27EK ","Germany",1682183916,1682183916,13.539,46.4792,11269.98,false,248.84,144.34,0,null,11323.32,"7640",false,0
"3c5ee5","EWG682  ","Germany",1682183916,1682183916,12.3719,47.4763,11277.6,false,240.77,142.64,0.33,null,11323.32,"5540",false,0
"e492d0","AZU2810 ","Brazil",1682183916,1682183916,-44.4123,-20.3818,11841.48,false,245.37,35.36,1.3,null,12466.32,null,false,0
"aa30e9","CXK167  ","United States",1682183916,1682183916,-90.9223,30.5579,723.9,false,31.36,318.99,1.3,null,739.14,null,false,0
"3c5ee9","EWG7XG  ","Germany",1682183916,1682183916,8.6182,52.9069,8130.54,false,239.97,19.02,-13,null,8191.5,"5352",false,0
"a71291","LXJ555  ","United States",1682183916,1682183916,-110.9517,33.8014,8961.12,false,249.12,66.77,10.4,null,9235.44,null,false,0
"4acb23","NSZ3745 ","Sweden",1682183915,1682183916,14.2247,44.7844,11582.4,false,209.87,347.97,0,null,11643.36,"1267",false,0
"3c65d4","DLH8PF  ","Germany",1682183916,1682183916,23.7329,39.3193,10370.82,false,231.91,333.09,3.25,null,10340.34,"5525",false,0
"3c65c6","DLH65T  ","Germany",1682183916,1682183916,2.6084,41.3615,5402.58,false,209.02,61.48,10.08,null,5532.12,null,false,0
"3c65c4","DLH3U   ","Germany",1682183915,1682183916,4.4932,50.7197,11871.96,false,229.53,105.47,0,null,11811,"5224",false,0
"3c5ee1","EWG7CG  ","Germany",1682183916,1682183916,3.8172,39.8203,8473.44,false,231.01,18.43,7.8,null,8648.7,null,false,0
"0d0afd","LET5051 ","Mexico",1682183915,1682183916,-99.4209,26.2592,9555.48,false,212.54,46.77,11.7,null,9936.48,null,false,0
"46b82a","AEE3FT  ","Greece",1682183916,1682183916,11.2702,48.2905,10469.88,false,237.2,134.12,1.3,null,10553.7,"7667",false,0
"46b82d","AEE873  ","Greece",1682183916,1682183916,18.7892,48.1467,10675.62,false,246.66,177.49,0,null,10660.38,"4147",false,0
"46b82b","AEE3LG  ","Greece",1682183916,1682183916,13.8138,46.3694,10668,false,254.78,140.65,0,null,10751.82,"2206",false,0
"46b82c","AEE647  ","Greece",1682183916,1682183916,7.7241,44.9789,9913.62,false,248.04,117.42,5.2,null,10058.4,"0416",false,0
"3c5eea","EWG5Z   ","Germany",1682183832,1682183840,23.7702,42.1021,7315.2,false,217.69,121.96,-11.05,null,7338.06,"7715",false,0
"3c65d8","DLH46A  ","Germany",1682183916,1682183916,4.3313,41.7948,9753.6,false,251.27,49.07,0,null,9921.24,"5576",false,0
"a5d28e","UAL1416 ","United States",1682183915,1682183916,-103.7281,31.4905,10058.4,false,256.35,99.12,0,null,10347.96,null,false,0
"c0226c","WJA2650 ","Canada",1682183874,1682183874,-100.7375,28.279,10972.8,false,208.9,206.31,0.33,null,11346.18,"2244",false,0
"3c65d5","DLH55E  ","Germany",1682183916,1682183916,17.842,44.8051,11582.4,false,208.51,316.5,0,null,11574.78,null,false,0
"a04424","SKW5371 ","United States",1682183916,1682183916,-118.722,34.672,6568.44,false,182.43,350.75,8.45,null,6797.04,null,false,0
"867ff0","JAL16   ","Japan",1682183916,1682183916,-121.0646,36.3552,11277.6,false,272.32,131.25,0,null,11574.78,"1116",false,0
"acc147","N9205X  ","United States",1682183911,1682183911,-82.4434,28.7789,731.52,false,52.51,124.62,-0.65,null,701.04,null,false,0
"3c65cb","DLH883  ","Germany",1682183916,1682183916,14.2478,53.2625,10980.42,false,216.35,227.89,0,null,10980.42,"1000",false,0
"3c65ca","DLH4AC  ","Germany",1682183912,1682183916,19.2767,47.4336,144.78,false,73.19,132.44,-0.33,null,190.5,"1000",false,0
"a785e9","MTU84   ","United States",1682183915,1682183915,-86.3853,35.8387,525.78,false,42.73,182.07,4.55,null,525.78,null,false,0
"a90ed9","N683F   ","United States",1682183916,1682183916,-109.5085,36.4005,10972.8,false,201.11,230.81,0,null,11140.44,null,false,0
"440219","EJU74DQ ","Austria",1682183916,1682183916,12.9724,52.1025,2308.86,false,153.13,32.52,-8.13,null,2385.06,"5527",false,0
"a42748","N367LA  ","United States",1682183915,1682183915,-82.7336,27.522,144.78,false,36.36,154.89,0,null,99.06,null,false,0
"a14a40","N182Y   ","United States",1682183916,1682183916,-122.8991,48.7282,274.32,false,47.23,57,4.55,null,320.04,null,false,0
"a5823e","GTI8761 ","United States",1682183916,1682183916,-119.0842,34.4704,5341.62,false,200.12,143.57,-7.15,null,5516.88,"5767",false,0
"a46db2","N38483  ","United States",1682183896,1682183896,-95.0107,29.4602,998.22,false,43.26,92.73,2.6,null,998.22,null,false,0
"a41412","DAL387  ","United States",1682183916,1682183916,-102.3742,41.7806,9144,false,208.95,278.21,0,null,8983.98,null,false,0
"a1b42f","SJJ209  ","United States",1682183916,1682183916,-87.0461,31.361,11277.6,false,264.85,124.55,0,null,11498.58,"7103",false,0
"a38a10","FTH327  ","United States",1682183916,1682183916,-80.584,36.1214,3398.52,false,161.3,98.62,0,null,3360.42,null,false,0
"0d0aa0","SLI801  ","Mexico",1682183822,1682183822,-99.0647,19.4389,null,true,24.69,61.88,null,null,null,null,false,0
"c07bbe","WJA423  ","Canada",1682183915,1682183915,-109.4908,52.6864,11582.4,false,217.36,272.85,0,null,11323.32,null,false,0
"44020d","OEFET   ","Austria",1682183794,1682183831,16.5363,48.124,182.88,false,5.14,306.87,0,null,220.98,"0235",false,0
"a1a110","MXY244  ","United States",1682183916,1682183916,-103.9792,34.5168,10363.2,false,204.02,280.46,0,null,10576.56,"3752",false,0
"a33aa8","ARF7PR  ","United States",1682183902,1682183902,-113.0743,45.5459,4632.96,false,88.04,160.19,0,null,4640.58,null,false,0
"a33aa7","EDV5553 ","United States",1682183916,1682183916,-99.1023,36.8225,10363.2,false,183.38,219.76,0.33,null,10401.3,null,false,0
